,Variable,Category,Base_Category,Wage_vs_Base,Ratio_vs_Base,n_Count,b_Count,Year
7,RACE,BLK,WHT/MIX,48243.729,0.867,86708,701727,2016
8,RACE,HSP/NTV,ASN,56891.423,0.886,140424,55996,2016
9,RACE,HSP/NTV,BLK,43554.71,1.03,140424,86708,2016
10,RACE,HSP/NTV,HSP/NTV,39569.479,1.0,140424,140424,2016
11,RACE,HSP/NTV,WHT/MIX,49947.972,0.898,140424,701727,2016
12,RACE,WHT/MIX,ASN,63579.673,0.991,701727,55996,2016
13,RACE,WHT/MIX,BLK,48022.966,1.135,701727,86708,2016
14,RACE,WHT/MIX,HSP/NTV,44242.865,1.118,701727,140424,2016
15,RACE,WHT/MIX,WHT/MIX,55613.006,1.0,701727,701727,2016
0,AGE,18-25,18-25,29209.663,1.0,76476,76476,2016
1,AGE,18-25,26-35,34431.369,0.756,76476,220266,2016
2,AGE,18-25,36-45,34486.137,0.608,76476,221385,2016
3,AGE,18-25,46-55,33244.819,0.569,76476,250115,2016
4,AGE,18-25,56-70,33697.79,0.589,76476,216613,2016
5,AGE,26-35,18-25,39096.62,1.338,220266,76476,2016
6,AGE,26-35,26-35,45563.894,1.0,220266,220266,2016
7,AGE,26-35,36-45,45456.766,0.801,220266,221385,2016
8,AGE,26-35,46-55,43883.401,0.751,220266,250115,2016
9,AGE,26-35,56-70,43946.21,0.768,220266,216613,2016
10,AGE,36-45,18-25,47613.468,1.63,221385,76476,2016
11,AGE,36-45,26-35,56943.198,1.25,221385,220266,2016
12,AGE,36-45,36-45,56735.255,1.0,221385,221385,2016
13,AGE,36-45,46-55,54500.672,0.933,221385,250115,2016
14,AGE,36-45,56-70,54662.463,0.955,221385,216613,2016
15,AGE,46-55,18-25,50874.732,1.742,250115,76476,2016
16,AGE,46-55,26-35,60843.042,1.335,250115,220266,2016
17,AGE,46-55,36-45,60704.713,1.07,250115,221385,2016
18,AGE,46-55,46-55,58431.222,1.0,250115,250115,2016
19,AGE,46-55,56-70,58675.875,1.025,250115,216613,2016
20,AGE,56-70,18-25,49491.139,1.694,216613,76476,2016
21,AGE,56-70,26-35,58752.186,1.289,216613,220266,2016
22,AGE,56-70,36-45,58813.226,1.037,216613,221385,2016
23,AGE,56-70,46-55,56862.282,0.973,216613,250115,2016
24,AGE,56-70,56-70,57240.719,1.0,216613,216613,2016
0,SEX,Female,Female,47767.279,1.0,448684,448684,2017
1,SEX,Female,Male,46538.606,0.792,448684,566631,2017
2,SEX,Male,Female,59480.328,1.245,566631,448684,2017
3,SEX,Male,Male,58753.402,1.0,566631,566631,2017
0,EDU,BS,BS,64931.156,1.0,250806,250806,2017
1,EDU,BS,CLG,57845.727,1.265,250806,311198,2017
2,EDU,BS,DR+,66544.905,0.675,250806,43597,2017
3,EDU,BS,HSD,54061.308,1.391,250806,233534,2017
4,EDU,BS,MS,66620.377,0.86,250806,113225,2017
5,EDU,BS,No_HS,49043.332,1.494,250806,62955,2017
6,EDU,CLG,BS,49016.461,0.755,311198,250806,2017
7,EDU,CLG,CLG,45710.041,1.0,311198,311198,2017
8,EDU,CLG,DR+,51233.627,0.519,311198,43597,2017
9,EDU,CLG,HSD,44227.67,1.138,311198,233534,2017
10,EDU,CLG,MS,50091.583,0.647,311198,113225,2017
11,EDU,CLG,No_HS,42777.233,1.303,311198,62955,2017
12,EDU,DR+,BS,85402.499,1.315,43597,250806,2017
13,EDU,DR+,CLG,74202.773,1.623,43597,311198,2017
14,EDU,DR+,DR+,98657.912,1.0,43597,43597,2017
15,EDU,DR+,HSD,66148.51,1.702,43597,233534,2017
16,EDU,DR+,MS,90852.171,1.173,43597,113225,2017
17,EDU,DR+,No_HS,55544.405,1.692,43597,62955,2017
18,EDU,HSD,BS,43201.661,0.665,233534,250806,2017
19,EDU,HSD,CLG,39919.274,0.873,233534,311198,2017
20,EDU,HSD,DR+,44046.009,0.446,233534,43597,2017
21,EDU,HSD,HSD,38875.303,1.0,233534,233534,2017
22,EDU,HSD,MS,44274.853,0.572,233534,113225,2017
23,EDU,HSD,No_HS,37204.891,1.133,233534,62955,2017
24,EDU,MS,BS,75036.495,1.156,113225,250806,2017
25,EDU,MS,CLG,66136.545,1.447,113225,311198,2017
26,EDU,MS,DR+,76295.454,0.773,113225,43597,2017
27,EDU,MS,HSD,61026.611,1.57,113225,233534,2017
28,EDU,MS,MS,77429.196,1.0,113225,113225,2017
29,EDU,MS,No_HS,55997.106,1.705,113225,62955,2017
30,EDU,No_HS,BS,42597.02,0.656,62955,250806,2017
31,EDU,No_HS,CLG,37296.066,0.816,62955,311198,2017
32,EDU,No_HS,DR+,45396.76,0.46,62955,43597,2017
33,EDU,No_HS,HSD,35091.971,0.903,62955,233534,2017
34,EDU,No_HS,MS,44915.77,0.58,62955,113225,2017
35,EDU,No_HS,No_HS,32834.585,1.0,62955,62955,2017
0,JOB,ART,ART,54527.118,1.0,115043,115043,2017
1,JOB,ART,BUS,50270.324,0.674,115043,193783,2017
2,JOB,ART,HLC,50237.697,0.741,115043,66247,2017
3,JOB,ART,MLT,39982.995,0.903,115043,4672,2017
4,JOB,ART,MTN,44801.126,0.996,115043,93962,2017
5,JOB,ART,PRD,42868.034,1.046,115043,68005,2017
6,JOB,ART,SAL,41389.218,0.932,115043,218803,2017
7,JOB,ART,SCI,53725.431,0.671,115043,77260,2017
8,JOB,ART,SVC,40008.547,1.176,115043,117355,2017
9,JOB,ART,TRP,44000.861,1.107,115043,60185,2017
10,JOB,BUS,ART,77850.647,1.428,193783,115043,2017
11,JOB,BUS,BUS,74580.924,1.0,193783,193783,2017
12,JOB,BUS,HLC,69262.3,1.022,193783,66247,2017
13,JOB,BUS,MLT,53534.142,1.209,193783,4672,2017
14,JOB,BUS,MTN,58021.844,1.29,193783,93962,2017
15,JOB,BUS,PRD,56564.867,1.38,193783,68005,2017
16,JOB,BUS,SAL,59517.284,1.341,193783,218803,2017
17,JOB,BUS,SCI,79572.419,0.993,193783,77260,2017
18,JOB,BUS,SVC,54053.912,1.589,193783,117355,2017
19,JOB,BUS,TRP,57630.984,1.449,193783,60185,2017
20,JOB,HLC,ART,73549.343,1.349,66247,115043,2017
21,JOB,HLC,BUS,65572.167,0.879,66247,193783,2017
22,JOB,HLC,HLC,67758.615,1.0,66247,66247,2017
23,JOB,HLC,MLT,47555.135,1.074,66247,4672,2017
24,JOB,HLC,MTN,47750.835,1.061,66247,93962,2017
25,JOB,HLC,PRD,47560.948,1.161,66247,68005,2017
26,JOB,HLC,SAL,52107.675,1.174,66247,218803,2017
27,JOB,HLC,SCI,70099.369,0.875,66247,77260,2017
28,JOB,HLC,SVC,47469.64,1.395,66247,117355,2017
29,JOB,HLC,TRP,47816.168,1.203,66247,60185,2017
30,JOB,MLT,ART,57892.526,1.062,4672,115043,2017
31,JOB,MLT,BUS,56846.576,0.762,4672,193783,2017
32,JOB,MLT,HLC,50317.955,0.743,4672,66247,2017
33,JOB,MLT,MLT,44284.074,1.0,4672,4672,2017
34,JOB,MLT,MTN,46641.256,1.037,4672,93962,2017
35,JOB,MLT,PRD,44455.926,1.085,4672,68005,2017
36,JOB,MLT,SAL,45004.74,1.014,4672,218803,2017
37,JOB,MLT,SCI,60887.658,0.76,4672,77260,2017
38,JOB,MLT,SVC,42064.961,1.236,4672,117355,2017
39,JOB,MLT,TRP,45689.659,1.149,4672,60185,2017
40,JOB,MTN,ART,53556.965,0.982,93962,115043,2017
41,JOB,MTN,BUS,51318.391,0.688,93962,193783,2017
42,JOB,MTN,HLC,49897.364,0.736,93962,66247,2017
43,JOB,MTN,MLT,41157.621,0.929,93962,4672,2017
44,JOB,MTN,MTN,44987.35,1.0,93962,93962,2017
45,JOB,MTN,PRD,43943.695,1.072,93962,68005,2017
46,JOB,MTN,SAL,44989.066,1.014,93962,218803,2017
47,JOB,MTN,SCI,52140.216,0.651,93962,77260,2017
48,JOB,MTN,SVC,41672.019,1.225,93962,117355,2017
49,JOB,MTN,TRP,44421.611,1.117,93962,60185,2017
50,JOB,PRD,ART,52985.41,0.972,68005,115043,2017
51,JOB,PRD,BUS,50306.693,0.675,68005,193783,2017
52,JOB,PRD,HLC,47490.963,0.701,68005,66247,2017
53,JOB,PRD,MLT,41366.505,0.934,68005,4672,2017
54,JOB,PRD,MTN,42900.748,0.954,68005,93962,2017
55,JOB,PRD,PRD,40980.281,1.0,68005,68005,2017
56,JOB,PRD,SAL,41051.17,0.925,68005,218803,2017
57,JOB,PRD,SCI,53340.488,0.666,68005,77260,2017
58,JOB,PRD,SVC,38482.943,1.131,68005,117355,2017
59,JOB,PRD,TRP,41985.04,1.056,68005,60185,2017
60,JOB,SAL,ART,57341.116,1.052,218803,115043,2017
61,JOB,SAL,BUS,55700.856,0.747,218803,193783,2017
62,JOB,SAL,HLC,50989.966,0.753,218803,66247,2017
63,JOB,SAL,MLT,42527.732,0.96,218803,4672,2017
64,JOB,SAL,MTN,44079.24,0.98,218803,93962,2017
65,JOB,SAL,PRD,42750.258,1.043,218803,68005,2017
66,JOB,SAL,SAL,44388.924,1.0,218803,218803,2017
67,JOB,SAL,SCI,60087.845,0.75,218803,77260,2017
68,JOB,SAL,SVC,40825.903,1.2,218803,117355,2017
69,JOB,SAL,TRP,43596.812,1.096,218803,60185,2017
70,JOB,SCI,ART,77869.585,1.428,77260,115043,2017
71,JOB,SCI,BUS,75734.813,1.015,77260,193783,2017
72,JOB,SCI,HLC,70601.813,1.042,77260,66247,2017
73,JOB,SCI,MLT,55681.947,1.257,77260,4672,2017
74,JOB,SCI,MTN,62669.037,1.393,77260,93962,2017
75,JOB,SCI,PRD,61420.91,1.499,77260,68005,2017
76,JOB,SCI,SAL,62545.998,1.409,77260,218803,2017
77,JOB,SCI,SCI,80119.526,1.0,77260,77260,2017
78,JOB,SCI,SVC,58768.334,1.727,77260,117355,2017
79,JOB,SCI,TRP,62535.336,1.573,77260,60185,2017
80,JOB,SVC,ART,45690.452,0.838,117355,115043,2017
81,JOB,SVC,BUS,44427.694,0.596,117355,193783,2017
82,JOB,SVC,HLC,40652.28,0.6,117355,66247,2017
83,JOB,SVC,MLT,37386.518,0.844,117355,4672,2017
84,JOB,SVC,MTN,37275.428,0.829,117355,93962,2017
85,JOB,SVC,PRD,35540.048,0.867,117355,68005,2017
86,JOB,SVC,SAL,36068.546,0.813,117355,218803,2017
87,JOB,SVC,SCI,47749.265,0.596,117355,77260,2017
88,JOB,SVC,SVC,34026.086,1.0,117355,117355,2017
89,JOB,SVC,TRP,36200.211,0.91,117355,60185,2017
90,JOB,TRP,ART,48647.832,0.892,60185,115043,2017
91,JOB,TRP,BUS,47560.793,0.638,60185,193783,2017
92,JOB,TRP,HLC,43852.46,0.647,60185,66247,2017
93,JOB,TRP,MLT,38768.619,0.875,60185,4672,2017
94,JOB,TRP,MTN,40443.954,0.899,60185,93962,2017
95,JOB,TRP,PRD,38851.764,0.948,60185,68005,2017
96,JOB,TRP,SAL,39514.466,0.89,60185,218803,2017
97,JOB,TRP,SCI,49501.3,0.618,60185,77260,2017
98,JOB,TRP,SVC,36963.886,1.086,60185,117355,2017
99,JOB,TRP,TRP,39763.614,1.0,60185,60185,2017
0,RACE,ASN,ASN,65718.197,1.0,60137,60137,2017
1,RACE,ASN,BLK,47706.795,1.119,60137,87249,2017
2,RACE,ASN,HSP/NTV,43838.379,1.074,60137,147945,2017
3,RACE,ASN,WHT/MIX,55160.304,0.968,60137,719984,2017
4,RACE,BLK,ASN,55422.473,0.843,87249,60137,2017
5,RACE,BLK,BLK,42622.137,1.0,87249,87249,2017
6,RACE,BLK,HSP/NTV,39070.703,0.957,87249,147945,2017
7,RACE,BLK,WHT/MIX,48531.999,0.852,87249,719984,2017
8,RACE,HSP/NTV,ASN,58673.025,0.893,147945,60137,2017
9,RACE,HSP/NTV,BLK,44700.281,1.049,147945,87249,2017
10,RACE,HSP/NTV,HSP/NTV,40811.191,1.0,147945,147945,2017
11,RACE,HSP/NTV,WHT/MIX,51321.625,0.901,147945,719984,2017
12,RACE,WHT/MIX,ASN,65334.456,0.994,719984,60137,2017
13,RACE,WHT/MIX,BLK,49073.128,1.151,719984,87249,2017
14,RACE,WHT/MIX,HSP/NTV,45290.375,1.11,719984,147945,2017
15,RACE,WHT/MIX,WHT/MIX,56966.915,1.0,719984,719984,2017
0,AGE,18-25,18-25,29996.731,1.0,79954,79954,2017
1,AGE,18-25,26-35,35357.248,0.757,79954,230417,2017
2,AGE,18-25,36-45,35276.637,0.605,79954,227911,2017
3,AGE,18-25,46-55,33983.845,0.567,79954,253104,2017
4,AGE,18-25,56-70,34186.457,0.585,79954,223929,2017
5,AGE,26-35,18-25,39967.742,1.332,230417,79954,2017
6,AGE,26-35,26-35,46719.881,1.0,230417,230417,2017
7,AGE,26-35,36-45,46623.05,0.799,230417,227911,2017
8,AGE,26-35,46-55,44962.59,0.75,230417,253104,2017
9,AGE,26-35,56-70,44753.736,0.765,230417,223929,2017
10,AGE,36-45,18-25,48756.502,1.625,227911,79954,2017
11,AGE,36-45,26-35,58435.569,1.251,227911,230417,2017
12,AGE,36-45,36-45,58320.404,1.0,227911,227911,2017
13,AGE,36-45,46-55,56035.153,0.935,227911,253104,2017
14,AGE,36-45,56-70,55908.268,0.956,227911,223929,2017
15,AGE,46-55,18-25,51885.098,1.73,253104,79954,2017
16,AGE,46-55,26-35,62242.078,1.332,253104,230417,2017
17,AGE,46-55,36-45,62224.046,1.067,253104,227911,2017
18,AGE,46-55,46-55,59947.063,1.0,253104,253104,2017
19,AGE,46-55,56-70,59907.044,1.024,253104,223929,2017
20,AGE,56-70,18-25,50544.189,1.685,223929,79954,2017
21,AGE,56-70,26-35,60386.8,1.293,223929,230417,2017
22,AGE,56-70,36-45,60408.309,1.036,223929,227911,2017
23,AGE,56-70,46-55,58379.549,0.974,223929,253104,2017
24,AGE,56-70,56-70,58481.913,1.0,223929,223929,2017
0,SEX,Female,Female,48855.405,1.0,456420,456420,2018
1,SEX,Female,Male,47161.51,0.789,456420,575484,2018
2,SEX,Male,Female,60712.516,1.243,575484,456420,2018
3,SEX,Male,Male,59742.933,1.0,575484,575484,2018
0,EDU,BS,BS,65753.405,1.0,256506,256506,2018
1,EDU,BS,CLG,58683.485,1.261,256506,314368,2018
2,EDU,BS,DR+,67134.462,0.681,256506,44333,2018
3,EDU,BS,HSD,54354.399,1.365,256506,236718,2018
4,EDU,BS,MS,67587.834,0.855,256506,116912,2018
5,EDU,BS,No_HS,49488.913,1.454,256506,63067,2018
6,EDU,CLG,BS,49614.712,0.755,314368,256506,2018
7,EDU,CLG,CLG,46532.737,1.0,314368,314368,2018
8,EDU,CLG,DR+,51569.074,0.523,314368,44333,2018
9,EDU,CLG,HSD,44865.009,1.127,314368,236718,2018
10,EDU,CLG,MS,50616.605,0.64,314368,116912,2018
11,EDU,CLG,No_HS,43495.094,1.278,314368,63067,2018
12,EDU,DR+,BS,86537.661,1.316,44333,256506,2018
13,EDU,DR+,CLG,73523.871,1.58,44333,314368,2018
14,EDU,DR+,DR+,98634.338,1.0,44333,44333,2018
15,EDU,DR+,HSD,65085.755,1.634,44333,236718,2018
16,EDU,DR+,MS,92264.847,1.168,44333,116912,2018
17,EDU,DR+,No_HS,53823.709,1.581,44333,63067,2018
18,EDU,HSD,BS,43768.54,0.666,236718,256506,2018
19,EDU,HSD,CLG,40814.542,0.877,236718,314368,2018
20,EDU,HSD,DR+,44513.33,0.451,236718,44333,2018
21,EDU,HSD,HSD,39821.505,1.0,236718,236718,2018
22,EDU,HSD,MS,44779.078,0.567,236718,116912,2018
23,EDU,HSD,No_HS,38312.715,1.126,236718,63067,2018
24,EDU,MS,BS,76549.654,1.164,116912,256506,2018
25,EDU,MS,CLG,67836.734,1.458,116912,314368,2018
26,EDU,MS,DR+,77864.735,0.789,116912,44333,2018
27,EDU,MS,HSD,62331.587,1.565,116912,236718,2018
28,EDU,MS,MS,79027.592,1.0,116912,116912,2018
29,EDU,MS,No_HS,56785.358,1.668,116912,63067,2018
30,EDU,No_HS,BS,43742.354,0.665,63067,256506,2018
31,EDU,No_HS,CLG,38574.277,0.829,63067,314368,2018
32,EDU,No_HS,DR+,47421.576,0.481,63067,44333,2018
33,EDU,No_HS,HSD,36203.331,0.909,63067,236718,2018
34,EDU,No_HS,MS,46652.84,0.59,63067,116912,2018
35,EDU,No_HS,No_HS,34037.491,1.0,63067,63067,2018
0,JOB,ART,ART,55489.757,1.0,116099,116099,2018
1,JOB,ART,BUS,50903.405,0.673,116099,197192,2018
2,JOB,ART,HLC,50772.289,0.75,116099,67789,2018
3,JOB,ART,MLT,40533.962,0.875,116099,4711,2018
4,JOB,ART,MTN,45802.536,0.988,116099,95709,2018
5,JOB,ART,PRD,43880.511,1.045,116099,68567,2018
6,JOB,ART,SAL,42169.164,0.918,116099,209522,2018
7,JOB,ART,SCI,54209.44,0.668,116099,80731,2018
8,JOB,ART,SVC,40792.957,1.168,116099,120364,2018
9,JOB,ART,TRP,44574.604,1.128,116099,71220,2018
10,JOB,BUS,ART,79065.42,1.425,197192,116099,2018
11,JOB,BUS,BUS,75627.123,1.0,197192,197192,2018
12,JOB,BUS,HLC,70240.591,1.038,197192,67789,2018
13,JOB,BUS,MLT,54197.09,1.17,197192,4711,2018
14,JOB,BUS,MTN,59334.194,1.279,197192,95709,2018
15,JOB,BUS,PRD,58249.526,1.388,197192,68567,2018
16,JOB,BUS,SAL,60792.267,1.323,197192,209522,2018
17,JOB,BUS,SCI,80510.521,0.991,197192,80731,2018
18,JOB,BUS,SVC,55347.261,1.585,197192,120364,2018
19,JOB,BUS,TRP,58546.664,1.482,197192,71220,2018
20,JOB,HLC,ART,73823.902,1.33,67789,116099,2018
21,JOB,HLC,BUS,65945.013,0.872,67789,197192,2018
22,JOB,HLC,HLC,67686.623,1.0,67789,67789,2018
23,JOB,HLC,MLT,46597.606,1.006,67789,4711,2018
24,JOB,HLC,MTN,47511.471,1.024,67789,95709,2018
25,JOB,HLC,PRD,47576.5,1.133,67789,68567,2018
26,JOB,HLC,SAL,52857.138,1.15,67789,209522,2018
27,JOB,HLC,SCI,70127.302,0.864,67789,80731,2018
28,JOB,HLC,SVC,47807.951,1.369,67789,120364,2018
29,JOB,HLC,TRP,47653.347,1.206,67789,71220,2018
30,JOB,MLT,ART,61086.112,1.101,4711,116099,2018
31,JOB,MLT,BUS,61328.826,0.811,4711,197192,2018
32,JOB,MLT,HLC,52350.404,0.773,4711,67789,2018
33,JOB,MLT,MLT,46305.202,1.0,4711,4711,2018
34,JOB,MLT,MTN,52049.271,1.122,4711,95709,2018
35,JOB,MLT,PRD,49082.192,1.169,4711,68567,2018
36,JOB,MLT,SAL,48343.245,1.052,4711,209522,2018
37,JOB,MLT,SCI,66113.589,0.814,4711,80731,2018
38,JOB,MLT,SVC,45347.139,1.298,4711,120364,2018
39,JOB,MLT,TRP,49715.366,1.258,4711,71220,2018
40,JOB,MTN,ART,53057.705,0.956,95709,116099,2018
41,JOB,MTN,BUS,51826.255,0.685,95709,197192,2018
42,JOB,MTN,HLC,49487.576,0.731,95709,67789,2018
43,JOB,MTN,MLT,41975.465,0.906,95709,4711,2018
44,JOB,MTN,MTN,46378.488,1.0,95709,95709,2018
45,JOB,MTN,PRD,45019.302,1.073,95709,68567,2018
46,JOB,MTN,SAL,45426.583,0.989,95709,209522,2018
47,JOB,MTN,SCI,53392.046,0.658,95709,80731,2018
48,JOB,MTN,SVC,42375.898,1.213,95709,120364,2018
49,JOB,MTN,TRP,45205.613,1.144,95709,71220,2018
50,JOB,PRD,ART,52514.596,0.946,68567,116099,2018
51,JOB,PRD,BUS,50645.818,0.67,68567,197192,2018
52,JOB,PRD,HLC,46839.114,0.692,68567,67789,2018
53,JOB,PRD,MLT,41940.287,0.906,68567,4711,2018
54,JOB,PRD,MTN,43824.102,0.945,68567,95709,2018
55,JOB,PRD,PRD,41973.669,1.0,68567,68567,2018
56,JOB,PRD,SAL,41845.467,0.911,68567,209522,2018
57,JOB,PRD,SCI,54198.871,0.667,68567,80731,2018
58,JOB,PRD,SVC,39309.483,1.125,68567,120364,2018
59,JOB,PRD,TRP,42391.654,1.073,68567,71220,2018
60,JOB,SAL,ART,58066.158,1.046,209522,116099,2018
61,JOB,SAL,BUS,57105.662,0.755,209522,197192,2018
62,JOB,SAL,HLC,50970.956,0.753,209522,67789,2018
63,JOB,SAL,MLT,43464.947,0.939,209522,4711,2018
64,JOB,SAL,MTN,45703.212,0.985,209522,95709,2018
65,JOB,SAL,PRD,44371.217,1.057,209522,68567,2018
66,JOB,SAL,SAL,45946.174,1.0,209522,209522,2018
67,JOB,SAL,SCI,61549.494,0.758,209522,80731,2018
68,JOB,SAL,SVC,42171.162,1.207,209522,120364,2018
69,JOB,SAL,TRP,44697.616,1.131,209522,71220,2018
70,JOB,SCI,ART,79335.783,1.43,80731,116099,2018
71,JOB,SCI,BUS,76830.812,1.016,80731,197192,2018
72,JOB,SCI,HLC,71848.36,1.061,80731,67789,2018
73,JOB,SCI,MLT,55777.454,1.205,80731,4711,2018
74,JOB,SCI,MTN,61830.958,1.333,80731,95709,2018
75,JOB,SCI,PRD,61500.312,1.465,80731,68567,2018
76,JOB,SCI,SAL,63934.802,1.392,80731,209522,2018
77,JOB,SCI,SCI,81203.937,1.0,80731,80731,2018
78,JOB,SCI,SVC,59476.18,1.703,80731,120364,2018
79,JOB,SCI,TRP,61629.106,1.56,80731,71220,2018
80,JOB,SVC,ART,45569.148,0.821,120364,116099,2018
81,JOB,SVC,BUS,45179.965,0.597,120364,197192,2018
82,JOB,SVC,HLC,40239.324,0.594,120364,67789,2018
83,JOB,SVC,MLT,37810.265,0.817,120364,4711,2018
84,JOB,SVC,MTN,38156.983,0.823,120364,95709,2018
85,JOB,SVC,PRD,36508.911,0.87,120364,68567,2018
86,JOB,SVC,SAL,37131.529,0.808,120364,209522,2018
87,JOB,SVC,SCI,48328.007,0.595,120364,80731,2018
88,JOB,SVC,SVC,34929.601,1.0,120364,120364,2018
89,JOB,SVC,TRP,36729.338,0.93,120364,71220,2018
90,JOB,TRP,ART,49268.765,0.888,71220,116099,2018
91,JOB,TRP,BUS,47038.099,0.622,71220,197192,2018
92,JOB,TRP,HLC,44261.206,0.654,71220,67789,2018
93,JOB,TRP,MLT,38243.73,0.826,71220,4711,2018
94,JOB,TRP,MTN,40587.597,0.875,71220,95709,2018
95,JOB,TRP,PRD,39004.151,0.929,71220,68567,2018
96,JOB,TRP,SAL,39235.373,0.854,71220,209522,2018
97,JOB,TRP,SCI,49170.558,0.606,71220,80731,2018
98,JOB,TRP,SVC,36888.294,1.056,71220,120364,2018
99,JOB,TRP,TRP,39514.764,1.0,71220,71220,2018
0,RACE,ASN,ASN,68431.247,1.0,61566,61566,2018
1,RACE,ASN,BLK,49341.017,1.127,61566,86948,2018
2,RACE,ASN,HSP/NTV,45075.161,1.075,61566,151886,2018
3,RACE,ASN,WHT/MIX,56978.716,0.986,61566,731504,2018
4,RACE,BLK,ASN,56908.271,0.832,86948,61566,2018
5,RACE,BLK,BLK,43795.421,1.0,86948,86948,2018
6,RACE,BLK,HSP/NTV,40412.108,0.964,86948,151886,2018
7,RACE,BLK,WHT/MIX,49629.757,0.858,86948,731504,2018
8,RACE,HSP/NTV,ASN,59678.023,0.872,151886,61566,2018
9,RACE,HSP/NTV,BLK,45496.504,1.039,151886,86948,2018
10,RACE,HSP/NTV,HSP/NTV,41911.437,1.0,151886,151886,2018
11,RACE,HSP/NTV,WHT/MIX,51836.117,0.897,151886,731504,2018
12,RACE,WHT/MIX,ASN,66408.063,0.97,731504,61566,2018
13,RACE,WHT/MIX,BLK,50076.208,1.143,731504,86948,2018
14,RACE,WHT/MIX,HSP/NTV,46428.456,1.108,731504,151886,2018
15,RACE,WHT/MIX,WHT/MIX,57816.448,1.0,731504,731504,2018
0,AGE,18-25,18-25,30991.217,1.0,82456,82456,2018
1,AGE,18-25,26-35,36599.921,0.764,82456,237659,2018
2,AGE,18-25,36-45,36870.738,0.619,82456,230084,2018
3,AGE,18-25,46-55,35516.797,0.581,82456,251111,2018
4,AGE,18-25,56-70,35379.746,0.597,82456,230594,2018
5,AGE,26-35,18-25,41118.949,1.327,237659,82456,2018
6,AGE,26-35,26-35,47890.26,1.0,237659,237659,2018
7,AGE,26-35,36-45,48033.338,0.806,237659,230084,2018
8,AGE,26-35,46-55,46303.724,0.757,237659,251111,2018
9,AGE,26-35,56-70,45853.618,0.773,237659,230594,2018
10,AGE,36-45,18-25,49922.586,1.611,230084,82456,2018
11,AGE,36-45,26-35,59479.368,1.242,230084,237659,2018
12,AGE,36-45,36-45,59584.984,1.0,230084,230084,2018
13,AGE,36-45,46-55,57158.054,0.935,230084,251111,2018
14,AGE,36-45,56-70,56571.728,0.954,230084,230594,2018
15,AGE,46-55,18-25,53125.124,1.714,251111,82456,2018
16,AGE,46-55,26-35,63354.73,1.323,251111,237659,2018
17,AGE,46-55,36-45,63600.725,1.067,251111,230084,2018
18,AGE,46-55,46-55,61154.898,1.0,251111,251111,2018
19,AGE,46-55,56-70,60688.411,1.023,251111,230594,2018
20,AGE,56-70,18-25,51645.628,1.666,230594,82456,2018
21,AGE,56-70,26-35,61215.48,1.278,230594,237659,2018
22,AGE,56-70,36-45,61627.13,1.034,230594,230084,2018
23,AGE,56-70,46-55,59529.186,0.973,230594,251111,2018
24,AGE,56-70,56-70,59309.886,1.0,230594,230594,2018
